reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,app_name
0f334433-d36a-4b01-9db4-b8983d1ce161,Derrick Robbins,https://play-lh.googleusercontent.com/a/ACg8ocLv3Cmxdq9YQd7P--y3WcOhpXKIpDeCdP3LmKrlIdE4RlN6pw=mo,cool thanks for the game I love you so much 😘,2,0,1.0.22,2024-10-22 01:03:00,,,1.0.22,Mini Games: Calm & Relax
291b1913-c421-43e7-89e5-a609c208dabf,Diggy Poindexter,https://play-lh.googleusercontent.com/a/ACg8ocLDr2k9fyjbzGv3TTOS6EUpMkmsBJCj0GQBXxfaVM0mbAHCKQ=mo,I love your games,5,0,1.0.22,2024-10-22 00:57:28,,,1.0.22,Mini Games: Calm & Relax
96b86e12-0b1d-4666-96d6-01e47b4b82c2,Sarai Carrion,https://play-lh.googleusercontent.com/a-/ALV-UjWnyxdQdcYvRdZVqCFZeod5flWODU-Gard6j3SUlrGFLAcLZjbE_g,it's a very fun game and it's cool coz like oh yea I'm a YouTube and people will like to try these challenges,5,0,,2024-10-22 00:52:34,,,,Mini Games: Calm & Relax
b9bd880d-37d2-4a6c-81da-a794f92494d2,Matthew Soucie,https://play-lh.googleusercontent.com/a-/ALV-UjXv4BEKzBCLpaNfYkkbR596S503utELHA9TDvj1ij-O9GKLoNE,amazingly fun 10 out of 10,5,0,1.0.22,2024-10-22 00:45:04,,,1.0.22,Mini Games: Calm & Relax
f404ffe7-ca2d-4e68-8b43-523ec8c5a0d4,Adrianna Smith,https://play-lh.googleusercontent.com/a/ACg8ocK5POiQjHFB6RUZ4hSyia_w_fWhSQnXSzDyhbdTgafg7rwm=mo,𝕒𝕝𝕝 𝕘𝕒𝕞𝕖.𝕤 𝕪𝕠𝕦 𝕝𝕠𝕧𝕖,5,0,1.0.21,2024-10-22 00:18:29,,,1.0.21,Mini Games: Calm & Relax
8cc2e9d3-6eef-4136-ac09-9caa419874a3,Tony Hoover,https://play-lh.googleusercontent.com/a/ACg8ocLUvoicX9KKbNd5QJYMmfelqRqHabgAWGR2PNGf7WAjBZ7GgQ=mo,this game was a great stress relief i enjoyed it very much it was fun and a good experience,5,0,1.0.22,2024-10-22 00:16:40,,,1.0.22,Mini Games: Calm & Relax
b3d51df2-b645-41d8-a13a-efed7c4a61f9,Rogelio Diaz,https://play-lh.googleusercontent.com/a/ACg8ocKOgz_5lNl0-HkCJkqHfyW7daRy7n0033gwIrnsiNIDHszAlQ=mo,❤️,5,0,1.0.21,2024-10-22 00:09:10,,,1.0.21,Mini Games: Calm & Relax
02fd6544-caca-4b64-a4b3-ab071d491d91,Ashlyn Lorimor,https://play-lh.googleusercontent.com/a/ACg8ocKt6ODyq1kiculcmRkL4bTo4DFvgUDS7qTb5D4QiFyVGFVS5Q=mo,𝙸𝚝 𝚒𝚜 𝚜𝚘 𝚏𝚞𝚗 𝙸 𝚕𝚘𝚟𝚎 𝚙𝚕𝚊𝚢𝚒𝚗𝚐 𝚒𝚝 𝚒𝚝𝚜 𝚊 𝚕𝚘𝚝 𝚘𝚏 𝚏𝚞𝚗 𝚐𝚊𝚖𝚎𝚜 𝚒𝚗 𝚘𝚗𝚎 app,5,0,,2024-10-22 00:04:08,,,,Mini Games: Calm & Relax
395ce8fd-4ff4-4b94-a47a-4787fb0d9755,Skyler Wagstaff,https://play-lh.googleusercontent.com/a/ACg8ocJLeZA8eM7By1dmAp7xj5U8rk4RzIA2pmAXila5eo3_oFQCbA=mo,Absolutely insane add frequency. How can any human give this any more than one star?,1,0,1.0.22,2024-10-21 23:45:14,,,1.0.22,Mini Games: Calm & Relax
2789c23f-2068-47e0-95bc-038352239de8,Bernard Sim,https://play-lh.googleusercontent.com/a-/ALV-UjVlYhOu1AktY1mbmsckLNZ4lyVslW6_yrJqcca86JzKaAe1tSE,Very short games with too many ads. The ads last longer than the games.,1,0,,2024-10-21 23:43:53,,,,Mini Games: Calm & Relax
73ac2d53-c5d2-4d9d-be37-823d2937ddf1,Butler Kids,https://play-lh.googleusercontent.com/a-/ALV-UjUyh2EUFzXEHqbYscQc9HSIlpatVF7Cc3vTILtnE-RwTi2o4zVe,It's a very nice game and helps your brain 5 stars,5,0,1.0.22,2024-10-21 23:19:21,,,1.0.22,Mini Games: Calm & Relax
be20ec15-b5ca-447b-9230-c8aea8e81396,Paulette Cimelus,https://play-lh.googleusercontent.com/a/ACg8ocLj9kBJbV9UhJajzT3yv9tbECYcouL0otUUHT6AkGNzWYmQ1Q=mo,There's just a lot of games to play like I can't even pick one I just can't close my eyes and just click one whatever I get it's fine I can play it,5,0,1.0.22,2024-10-21 23:16:19,,,1.0.22,Mini Games: Calm & Relax
3527e5cb-e815-4784-ae6f-0edc9c14102d,Giselle Garcia,https://play-lh.googleusercontent.com/a/ACg8ocJN2I7KrSUW5gysbuz1YlYD9WG74TVhEE5Ydr7d-rFxgt6DDQ=mo,😁😁😁😁😁😁😁😁😁,5,0,1.0.22,2024-10-21 23:09:05,,,1.0.22,Mini Games: Calm & Relax
5f4b0458-1a32-4c7c-b2dd-94ff00115fd4,Tech Boyz,https://play-lh.googleusercontent.com/a/ACg8ocLYXZeyLCoWCopQvIvxSO6aD8OHjizv6Kz3XpBSjPhj-tXDN4M=mo,soooo fun,4,0,1.0.22,2024-10-21 22:38:01,,,1.0.22,Mini Games: Calm & Relax
41674645-b3ce-41fa-aeb4-ac20d9b65bdb,Jannell Fowler,https://play-lh.googleusercontent.com/a-/ALV-UjWJbs-iFpbPep9A3b_5i6_0acUsBgiId1_8cdb8WGXC9iAmGtKa,it is good education,5,0,1.0.22,2024-10-21 22:35:22,,,1.0.22,Mini Games: Calm & Relax
79b460b4-f80b-41fe-81b2-75b5112ce297,Xiomara,https://play-lh.googleusercontent.com/a/ACg8ocKEyd32m-FUULnBPwUNtD1XFjAxSIemcIjkZ3Bu2NEYbgc2FQ=mo,I love this game,5,0,1.0.22,2024-10-21 22:20:25,,,1.0.22,Mini Games: Calm & Relax
2c9f3673-60dc-4a39-bf9a-bb489206ab2c,Ashtyn Graham,https://play-lh.googleusercontent.com/a-/ALV-UjX5kQZOfki0GUELS_zwHDLSipuzjN0Jph54ZWdmy_DNE9VZKaQ,It is a fun game but it has to many ad's and I also would like a tutorial for some of the games. I think it is a very fun game and I hope other people like it too!,4,0,1.0.22,2024-10-21 21:47:31,,,1.0.22,Mini Games: Calm & Relax
e96c4b83-a5a9-4834-a1ec-f9ab3712d0fa,Eve Sabol,https://play-lh.googleusercontent.com/a-/ALV-UjW5rPSzy_E1aA5KtTZ3wWcLRJA-qexBI41OaMUB28q57BC8zKxF,too much ads but it's fun,3,0,1.0.22,2024-10-21 21:17:00,,,1.0.22,Mini Games: Calm & Relax
ce293844-b76d-4553-ac1a-c58eeedcc82a,Poopy Sparks,https://play-lh.googleusercontent.com/a/ACg8ocKYhKhCBUl6CO9U4Vdi2TR88p3AOK-gDZc4V-otqG1KwsZE2A=mo,it is the best game ever,5,0,1.0.21,2024-10-21 21:15:21,,,1.0.21,Mini Games: Calm & Relax
8d68b13d-c4b3-4233-8112-efa0d33ffb8d,Atia Zahir,https://play-lh.googleusercontent.com/a-/ALV-UjU3sZ3Kwl8DHaXFLx6UJQf5c-JaCCwlrudizGFac8zt-xWO1Ag,it is veryyyyy good game i love it so much,5,0,,2024-10-21 20:33:26,,,,Mini Games: Calm & Relax
818f145a-417c-4f32-a38a-e6250073ed75,carl wright,https://play-lh.googleusercontent.com/a/ACg8ocJ1-NykiSvgHmmGAOy-42OwQBOUNM8OdcBx18JMPGp0w8lCCw=mo,I think this game is so good and it is so calming for night if you can't get to sleep. I think this is also good for little kids,5,0,,2024-10-21 20:19:43,,,,Mini Games: Calm & Relax
576f16c8-f69d-4e46-b7f1-15ab2aae6110,سبا خزایی,https://play-lh.googleusercontent.com/a/ACg8ocKztAWAb4Qj92wp3zcppha-VA5wjZqfdg4yQ7xsYM47MRmcOg=mo,great.,5,0,1.0.22,2024-10-21 20:14:22,,,1.0.22,Mini Games: Calm & Relax
0595380c-f079-4148-8b20-463a0c750739,Abigailbrad02,https://play-lh.googleusercontent.com/a-/ALV-UjWYYWFLsnKy0468QhUuTp2mDfKhZ9Uo6IWO1zwN_EqXVylYT2w8mQ,Way to many ads I can only give one star sadly not zero no matter how high I sung not It said I did not have a high voice but I did,1,0,1.0.22,2024-10-21 20:07:01,,,1.0.22,Mini Games: Calm & Relax
46d34bad-d6b9-4ef3-b78a-c056c864f58a,Alvin Wanderemwaniki,https://play-lh.googleusercontent.com/a-/ALV-UjXrhvmSL8AIOQSjSzEnAo6Rcz5040TWiRtOss76Bc_-bFmW8Ao,Just too much ads😡,1,0,1.0.22,2024-10-21 20:02:09,,,1.0.22,Mini Games: Calm & Relax
83c238d2-78fd-4bf6-be9e-deb99820807f,Daysha Johnson,https://play-lh.googleusercontent.com/a/ACg8ocIQjOpDqxoPzNMHDtPnjnVcd3ite9gDeoukhSmI1_jYRBkm7Q=mo,it is soo fun and it not like the other fake 🙄 😆,5,0,1.0.22,2024-10-21 19:47:44,,,1.0.22,Mini Games: Calm & Relax
58117224-53ca-4307-8c7d-bddb9c41a7d0,Maria Herrity,https://play-lh.googleusercontent.com/a/ACg8ocLgYBgQvi8A82mdhBRyJsYarolN0vvaszCBzU7LIyVoba-HtQ=mo,very nice game,5,0,1.0.22,2024-10-21 19:31:59,,,1.0.22,Mini Games: Calm & Relax
1f1a4868-5fe9-49b8-aa82-377781a1ba18,Romaisa Mohamed,https://play-lh.googleusercontent.com/a/ACg8ocJaBiIRn0Ho1RVLP3btc6NdYzirIavAcRclqWNPZCmt5RxSF0U=mo,uts so fun but there are adds,4,0,1.0.22,2024-10-21 19:26:01,,,1.0.22,Mini Games: Calm & Relax
bd542de3-8ad4-42e1-8770-fc35fe0b8005,JANEFFER PETERSON (JP),https://play-lh.googleusercontent.com/a-/ALV-UjUq5YBlq61T8lKlVubEV5Gv6d29Jt7es6TdUpv7R_z2rD8Pe5bb0A,good,5,0,1.0.22,2024-10-21 19:18:34,,,1.0.22,Mini Games: Calm & Relax
56abdde1-e6db-45e9-b7d2-6c264839afe3,Leya Wondewosen,https://play-lh.googleusercontent.com/a-/ALV-UjWv9ZQ8s63iOIJoSSAZl-5ksLkjoiRgNl-JP7zz3vRlPtL6qH8,l like don't nois,5,0,1.0.22,2024-10-21 19:18:11,,,1.0.22,Mini Games: Calm & Relax
554b1103-d70c-40a0-9f13-eaf85a9d8295,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,very good 👍,5,0,1.0.22,2024-10-21 19:04:20,,,1.0.22,Mini Games: Calm & Relax
924a4706-070f-4b11-ad5a-4de96cba7332,nilima sawarkr,https://play-lh.googleusercontent.com/a/ACg8ocK487B41tak01bFhDHXz8Vk9-jfGt38Tc_tMcgE4J_uDf9cbA=mo,this is awesome game 🎮,5,0,1.0.22,2024-10-21 18:32:55,,,1.0.22,Mini Games: Calm & Relax
6df2e44d-49c8-4763-9821-aacb4c186847,Lola Vedette,https://play-lh.googleusercontent.com/a/ACg8ocLsxDBXqnh6iKxd077KIbx__dFnbAjV_-nWORZgEl-NiEaYFw=mo,it's hard and challenging 😔,5,0,1.0.22,2024-10-21 18:12:24,,,1.0.22,Mini Games: Calm & Relax
cc58c786-9470-426c-b89a-00c8e5c4d5ba,Shannon Milmore,https://play-lh.googleusercontent.com/a-/ALV-UjWxPaKKZG5dsUNdv003dA7FvUcJSRCt6rZtub5CU40EHGRyLBGt,"It's good. But seriously, the loading screen takes forever, and if I want to play during school it's so embarrassing 😭",3,0,1.0.22,2024-10-21 17:39:14,,,1.0.22,Mini Games: Calm & Relax
796d904b-a377-4539-b443-c7537c1c5fcd,Merry Kiros,https://play-lh.googleusercontent.com/a/ACg8ocKFm1ceAZHhfZzF5Mjf4hVOiIx2jkZtCK8fEmVkDG_xpQzzCA=mo,so fun 😁 😂 😀 😄 😆 🤪 😁 😂 😀 😄 😆 🤪 😁 😂 😀 smile on the neck namaste namaste I 🙏🏼 😄 😀 😆 😁 😜 🙏🏼 😄 😀 namaste I love u too my dear 😊 😄 😀 ❤️ 😘 ☺️ 😊 😄 😀 ❤️ you are the best 👌,5,0,1.0.22,2024-10-21 17:39:11,,,1.0.22,Mini Games: Calm & Relax
4148020c-be1b-4673-b424-a7aed6d86d5a,Egi Susanto,https://play-lh.googleusercontent.com/a-/ALV-UjWS8lizV65HPA7KObaSin24lPGXUBZJql_nLc-fbhO-m9SIFRN2,Can't play offline. This game literally force you to watch the ads.,1,0,,2024-10-21 17:38:47,,,,Mini Games: Calm & Relax
758c682c-8eb0-48c4-87bd-c0e9b8dbec77,Sahib 8209,https://play-lh.googleusercontent.com/a/ACg8ocKk9of9t-ShshSzuu543dCP6IJ4cmgAlzlQGymw9gWzdA85bw=mo,This game is very fun and it voice makes us happy 😊 but it has lots of adds 😉,5,0,,2024-10-21 17:28:41,,,,Mini Games: Calm & Relax
ca89da81-3698-4fc1-9965-ae5f94d18959,darlington chiundura,https://play-lh.googleusercontent.com/a/ACg8ocL0OpGvasNv2jOK5mGF1mz0g32BGxoCNRnYUfbI-7NaEqWtAg=mo,4fun game,5,0,1.0.22,2024-10-21 17:23:57,,,1.0.22,Mini Games: Calm & Relax
85024419-2065-4fcd-801f-f9e204bee1a1,Zeina Madani,https://play-lh.googleusercontent.com/a/ACg8ocKjPTZOriYyEAOe9wGyqxOFjpIiuEpCSsGBJc_Zhfb6xwO1MQ=mo,it's nice but if it was without adss it will be better,5,0,1.0.22,2024-10-21 17:17:44,,,1.0.22,Mini Games: Calm & Relax
5a622bfd-6064-4968-9116-c862a1ed05ca,natalie acton,https://play-lh.googleusercontent.com/a/ACg8ocKfQOh127kDJDGYlFxsVuzZCbZRgIOS2NhZ24M6AHNQ_b6lRg=mo,It gose hier ech time,5,0,1.0.22,2024-10-21 17:02:23,,,1.0.22,Mini Games: Calm & Relax
620d17c1-d87e-4223-8f67-70ca6d6a32a0,Rupa Kanu,https://play-lh.googleusercontent.com/a/ACg8ocINZo2eCFN_YL1bg1Mc7AwmYCqiEfR61dHFQ7cNdObyoe_r9A=mo,this the best game 😍🥰🤩🥰😍,5,0,1.0.22,2024-10-21 16:53:43,,,1.0.22,Mini Games: Calm & Relax
d3169b05-313f-4239-9403-45050295fb72,Eduard Gilabert,https://play-lh.googleusercontent.com/a-/ALV-UjW5zskiUsqBBLia57p0-rrGHTpCRHCV13Qr5i6fvexy_zNs9JYgkw,So many ads it is almost unplayable. You are stopped at least twice prinute due to some pop up ad,1,0,,2024-10-21 16:51:12,,,,Mini Games: Calm & Relax
236bd342-7048-417f-888e-0970da2f404e,Mayan Xasan maxamud,https://play-lh.googleusercontent.com/a/ACg8ocI3Yc687prmXBBfGtpR4uBrKUjHo9EaA79SOpqVzj3L17hW6Q=mo,ل٧٧٧٦٦٦٦٥٤٤٤٤٤٤٥٦٥,5,0,1.0.22,2024-10-21 16:50:00,,,1.0.22,Mini Games: Calm & Relax
4ddf8d0d-dea8-4814-ae28-fb549a502ac7,The entry Doors,https://play-lh.googleusercontent.com/a/ACg8ocI1ZKS8QnR8oSWUvxnuaTDIdXCg8PAuYjb3aY6uf58-n36P3A=mo,this game is very good and 👍 nice. but there are so many ads,4,0,1.0.22,2024-10-21 16:49:26,,,1.0.22,Mini Games: Calm & Relax
c99ebc43-e0f1-414c-91c3-09723544d2ad,Yousup Ansari,https://play-lh.googleusercontent.com/a/ACg8ocLx1Nu1KuulpnBYTJ6VMRxI_rZqZnAIYuyGRpbHJ3Tr5xxdGA=mo,very 👍👍👍👍👍👍👍👍👍👍👍👍👍 👍👍👍👍👍👍👍👍👍,5,0,1.0.22,2024-10-21 16:21:13,,,1.0.22,Mini Games: Calm & Relax
60ac6a85-1a38-40ce-8f33-94b4dc3dff9b,Rekha Rathore,https://play-lh.googleusercontent.com/a/ACg8ocKyaZtyl580CZiF9Z0mYF6IZSUXcfhpl7KV5m-XBzCYj3gKwI-g=mo,gundu,5,0,1.0.21,2024-10-21 16:17:56,,,1.0.21,Mini Games: Calm & Relax
eb093d47-c48b-4e05-ab2b-04508ccbacc1,Sarika Madan,https://play-lh.googleusercontent.com/a/ACg8ocJ0to2c4QMfYlorhN43JjcEmd--Rm83lF1rrTwj74g4gPm3ww=mo,funny game,5,0,1.0.22,2024-10-21 16:07:04,,,1.0.22,Mini Games: Calm & Relax
ab37b62a-a763-4d58-99ee-5d21df028224,Jayan Rareeram,https://play-lh.googleusercontent.com/a-/ALV-UjXWJohDi6uXBMPkwUiomWe435L5gqFYolOqOid_lfUS2Y64Ado,very enjoying,5,0,1.0.22,2024-10-21 16:01:21,,,1.0.22,Mini Games: Calm & Relax
f26f097a-b786-48e9-b0f4-d04b82981200,farhan sk,https://play-lh.googleusercontent.com/a/ACg8ocK26xKGoW5rXxQiLoXUnX6EvYai9UbzoXb8VQqpkRD9G-qdzQ=mo,op,5,0,1.0.22,2024-10-21 16:00:08,,,1.0.22,Mini Games: Calm & Relax
5d499964-98aa-4974-b401-cc1de60501c7,Nisha Kumari,https://play-lh.googleusercontent.com/a/ACg8ocK5Y3_1YIALB4LYHZFF3qv-JrSWR3iziVaVr7KBmCTLDC9MnA=mo,best game evet 🎮,5,0,,2024-10-21 15:51:53,,,,Mini Games: Calm & Relax
22e25a32-e3f6-4938-9598-aff40ef314ec,Three Little Hearts,https://play-lh.googleusercontent.com/a-/ALV-UjXS4JrxJp-1Hh8NWniIe-12JjpXefr3B3WHIsWyo9TeqDxjZSk,ok ok,5,0,1.0.22,2024-10-21 15:50:59,,,1.0.22,Mini Games: Calm & Relax
76fdd35f-847e-4881-807e-194de1e0cd93,Samuel jamir Jamir,https://play-lh.googleusercontent.com/a/ACg8ocIjyNDveRtb6UrG2Psjgo5KZFsVpgq9D91XRaGI6C1gW-ogFQ=mo,I like it it's very fun,5,0,1.0.22,2024-10-21 15:47:34,,,1.0.22,Mini Games: Calm & Relax
50c620e7-0c24-4102-ab43-d0d211255e89,Radhika Jain,https://play-lh.googleusercontent.com/a-/ALV-UjWMRo1GvxhLPMTo1HxUHokSUYjBKwMKZECjbwGsqRkTsw6-_Oxg,very nice game i love it ther is only a problem adds thank you,5,0,1.0.22,2024-10-21 15:43:27,,,1.0.22,Mini Games: Calm & Relax
d582e48b-74c3-4538-9ded-fca7e8d01715,Stephanie Schutte,https://play-lh.googleusercontent.com/a-/ALV-UjWWhMvxA-KkhHstVYS7iEZ01aZOUEbjbnROu-Yg_WYQyrMAbYF1LQ,I love it it's nice,5,0,1.0.22,2024-10-21 15:41:34,,,1.0.22,Mini Games: Calm & Relax
64a31ab3-84fc-40ac-b7c7-a0da03266f33,Hemaram Choudhary,https://play-lh.googleusercontent.com/a-/ALV-UjWAzPeiLlQrAnpfjj9YnNfIHiy1rB_mM1Rg2Erzc4XRXxlJjKM,boring game,5,0,1.0.22,2024-10-21 15:38:48,,,1.0.22,Mini Games: Calm & Relax
80aeadb3-c615-41fa-8d61-42471f75f526,Jeff Dominguez,https://play-lh.googleusercontent.com/a-/ALV-UjV451UuGkp-sFZ_3S_vczD3ceHWfmctqI4pG2FWoAacF2TrBHF2,so nice and I'm so satisfied everyone should download this game!,5,0,1.0.22,2024-10-21 15:13:06,,,1.0.22,Mini Games: Calm & Relax
b94a4b33-dd8c-4645-8537-db2e1cc4e6f4,RADHIKA YAJJU,https://play-lh.googleusercontent.com/a/ACg8ocIbBQBo9QqQjylHve8u32J9-pcI5GOHFB6cYUedXXWqfisBSV4=mo,It's online game. Required data to play,1,0,,2024-10-21 14:59:13,,,,Mini Games: Calm & Relax
563e663a-5066-4b4a-a620-a7d61d71c424,TT Love,https://play-lh.googleusercontent.com/a/ACg8ocKpeTDeeAe-4Y8oTSSEwJwcAXmyV73GJ-_1yK6qnLq94T6kvQ=mo,not goood,1,0,1.0.22,2024-10-21 14:57:55,,,1.0.22,Mini Games: Calm & Relax
26d0aa7f-3ec4-4fcb-ac27-47dcade125a9,Ayush OG,https://play-lh.googleusercontent.com/a/ACg8ocKdOL-RcXIEAUGEr1gQmzJYoBRnVTPv0Lg6t9ujkknA3Yu_mw=mo,Very Bad,1,0,,2024-10-21 14:52:28,,,,Mini Games: Calm & Relax
9bb22046-1b86-4576-97de-93e6ebbc3461,Anirudh Upadhayay,https://play-lh.googleusercontent.com/a/ACg8ocIML4F3KdLkOpxUroCIWRoQO3yK3aKgyqnxE44jnifBtXSOlA=mo,bhut acha game hai,3,0,1.0.22,2024-10-21 14:39:52,,,1.0.22,Mini Games: Calm & Relax
d0e2dd35-4e18-41c8-89a8-52ec21d055c0,RASHMI SINGH,https://play-lh.googleusercontent.com/a-/ALV-UjV-XdZuvMEAEawZ1h_tEvbGvxG3q8He4FZU2ksA-DiaTgItkExKBg,Bro it says it is an offline game but when I turn my data off I doesn't even work 😡. False claim 😡,1,0,,2024-10-21 14:34:10,,,,Mini Games: Calm & Relax
b9823cec-fbef-4b82-b9d1-54f8b875ac6c,Ravinder Kaur Ajmani,https://play-lh.googleusercontent.com/a/ACg8ocJg4moOevHK76oxPn3SHB8mLuSUy0GVzGYVY2J_TbGPXf7o_Q=mo,Games are just very gud.. but so many ads... Not recommended.... We can say 1 ad in every 10-12 seconds and also it's not offline. So I don't recommend this game to anyone b'coz of so many ads,2,0,,2024-10-21 14:28:12,,,,Mini Games: Calm & Relax
b9e92c81-f238-46b5-b0b0-efba0d873570,Zharecca Laron,https://play-lh.googleusercontent.com/a-/ALV-UjXMEhmRESLSsmrgYV22B5pCJHB1vVOFgJr0N--4IXDEOlJa48qB,fun fun fun!,5,0,1.0.21,2024-10-21 14:21:55,,,1.0.21,Mini Games: Calm & Relax
